,BORO,STORIES,FULLVAL,YEAR,LOT,BLDGCL,AVTOT2,Community_Board,Council_District,Lot_Area,Building_Area,Census_Tract,AVLAND2,EXLAND2,EXTOT2,EXCD2
53522,bor_4,str_1,val_2,yrs_1,lot_1,bcl_D4,transval_2,cmb_403,cds_25,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
5163,bor_3,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
24032,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
6938,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
20087,bor_3,str_1,val_2,yrs_3,lot_1,bcl_W2,transval_2,cmb_312,cds_38,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
25302,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_109,cds_7,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_2,extot2_3,extot2_3
52317,bor_3,str_1,val_1,yrs_1,lot_2,bcl_R2,transval_1,cmb_303,cds_41,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
38321,bor_4,str_1,val_2,yrs_2,lot_2,bcl_C5,transval_2,cmb_414,cds_32,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_1,extot2_1
5978,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_404,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
70259,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_404,cds_25,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
14452,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_414,cds_32,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
65052,bor_1,str_3,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
25018,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_109,cds_7,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7946,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
57674,bor_2,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_204,cds_8,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
24429,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
3921,bor_2,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_3,census_1,avland2_3,exland2_3,extot2_3,extot2_3
25254,bor_1,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_112,cds_10,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
23746,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
25373,bor_2,str_1,val_2,yrs_2,lot_1,bcl_C1,transval_2,cmb_206,cds_17,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
69651,bor_3,str_1,val_3,yrs_1,lot_1,bcl_M9,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
46671,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_414,cds_32,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
4704,bor_3,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
38359,bor_5,str_1,val_3,yrs_2,lot_1,bcl_W2,transval_3,cmb_501,cds_49,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
37333,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
53311,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_402,cds_26,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
53243,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_318,cds_46,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
46890,bor_1,str_3,val_3,yrs_1,lot_1,bcl_O3,transval_3,cmb_101,cds_1,lotarea_3,buildingarea_3,census_1,avland2_3,exland2_1,extot2_3,extot2_3
12115,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C7,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
64112,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
39934,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
677,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
44839,bor_3,str_1,val_2,yrs_2,lot_2,bcl_M1,transval_2,cmb_313,cds_47,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
67992,bor_2,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_212,cds_12,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
29170,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
29411,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
40586,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
71708,bor_5,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_2,cmb_502,cds_50,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
48213,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
41441,bor_2,str_1,val_2,yrs_2,lot_1,bcl_C7,transval_2,cmb_206,cds_15,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
14727,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_101,cds_1,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_2,extot2_2,extot2_2
20325,bor_3,str_1,val_2,yrs_3,lot_2,bcl_M1,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
55851,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D0,transval_3,cmb_105,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
61802,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48772,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40309,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_106,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
68763,bor_3,str_1,val_1,yrs_1,lot_2,bcl_R2,transval_1,cmb_316,cds_41,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
44957,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_314,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
39872,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
4519,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_3,extot2_3
44020,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_309,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
12068,bor_3,str_1,val_2,yrs_3,lot_2,bcl_R4,transval_2,cmb_301,cds_33,lotarea_2,buildingarea_2,census_1,avland2_1,exland2_1,extot2_2,extot2_2
16647,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
32213,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
46033,bor_4,str_1,val_2,yrs_2,lot_1,bcl_M1,transval_2,cmb_407,cds_20,lotarea_2,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
64873,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
61460,bor_3,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_313,cds_48,lotarea_3,buildingarea_3,census_3,avland2_3,exland2_3,extot2_3,extot2_3
23059,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_104,cds_3,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
66310,bor_2,str_1,val_2,yrs_1,lot_1,bcl_D1,transval_2,cmb_205,cds_15,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_1,extot2_1
5991,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_404,cds_21,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
53108,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_313,cds_47,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
39946,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
6457,bor_4,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_411,cds_19,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_1,extot2_1,extot2_1
55918,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
47973,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
49772,bor_2,str_1,val_2,yrs_1,lot_1,bcl_D4,transval_2,cmb_212,cds_11,lotarea_2,buildingarea_1,census_3,avland2_2,exland2_1,extot2_1,extot2_1
33471,bor_2,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_207,cds_14,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7604,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69530,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
65909,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
19529,bor_3,str_1,val_2,yrs_3,lot_2,bcl_R2,transval_2,cmb_303,cds_36,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
39584,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
32989,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_109,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
70842,bor_4,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
48978,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
16058,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
30641,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_101,cds_1,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
68874,bor_3,str_1,val_1,yrs_1,lot_2,bcl_R2,transval_1,cmb_316,cds_37,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
54196,bor_4,str_1,val_2,yrs_1,lot_2,bcl_C6,transval_2,cmb_407,cds_19,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_1,extot2_1,extot2_1
21749,bor_4,str_1,val_2,yrs_3,lot_1,bcl_M9,transval_2,cmb_407,cds_20,lotarea_1,buildingarea_1,census_2,avland2_2,exland2_2,extot2_3,extot2_3
32777,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D7,transval_3,cmb_109,cds_7,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
39485,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
13608,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
8495,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
14658,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
33098,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C5,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
70167,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
11739,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_303,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
7979,bor_1,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
4884,bor_3,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_312,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
9075,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
64206,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_105,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
8480,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
28772,bor_4,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_402,cds_26,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
1745,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
69145,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
11208,bor_2,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
53117,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_315,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
4546,bor_3,str_3,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_302,cds_35,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
29176,bor_4,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_3,census_3,avland2_3,exland2_3,extot2_3,extot2_3
53519,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
310,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_102,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
24629,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
48395,bor_1,str_2,val_3,yrs_1,lot_1,bcl_P7,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
36953,bor_4,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_403,cds_21,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
14642,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
15583,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
21108,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
9080,bor_1,str_3,val_2,yrs_3,lot_3,bcl_R4,transval_2,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_1,extot2_1,extot2_1
62158,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
24457,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
64875,bor_1,str_1,val_3,yrs_1,lot_1,bcl_Y1,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
68738,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C8,transval_2,cmb_308,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
63760,bor_1,str_3,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_102,cds_1,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
52254,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_1,cmb_308,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
57265,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
19200,bor_3,str_1,val_2,yrs_3,lot_2,bcl_R2,transval_2,cmb_306,cds_39,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_1,extot2_1,extot2_1
69534,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_2,extot2_2,extot2_2
32711,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
49192,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C5,transval_3,cmb_110,cds_9,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
21572,bor_4,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
39134,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36526,bor_3,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_313,cds_48,lotarea_3,buildingarea_3,census_1,avland2_3,exland2_3,extot2_3,extot2_3
11321,bor_2,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
44403,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M3,transval_2,cmb_305,cds_42,lotarea_1,buildingarea_1,census_2,avland2_2,exland2_1,extot2_2,extot2_2
49332,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
55958,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
71308,bor_4,str_1,val_2,yrs_1,lot_1,bcl_M9,transval_2,cmb_412,cds_23,lotarea_2,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
7766,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36199,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
36814,bor_4,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_403,cds_25,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
36559,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_314,cds_48,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
60566,bor_3,str_1,val_1,yrs_1,lot_2,bcl_R2,transval_1,cmb_316,cds_41,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
44871,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_314,cds_48,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
17081,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
22623,bor_5,str_1,val_1,yrs_3,lot_2,bcl_R2,transval_1,cmb_501,cds_49,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
29152,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_404,cds_25,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
40220,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_106,cds_5,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
16960,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
45368,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
45522,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
65354,bor_1,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_1,extot2_1,extot2_1
8451,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48329,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69431,bor_3,str_1,val_2,yrs_1,lot_1,bcl_M3,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
55379,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28694,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_318,cds_46,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
69813,bor_3,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_318,cds_46,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
68681,bor_3,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_306,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
